sentiment,text
4,We bought three including one for my 2 year old. We all love it! The only complaint is the volume. There is one speaker and so the sound is obviously lower than most other tablets with two speakers. It doesn't bother us too much but that's why we give it 4/5 stars. Overall a great tablet.
5,Bought the Amazon Fire tablet and love it. Beyond my expectations. Great value for the money. So happy I made the purchase.
5,This is a great little tablet to carry around. Love that it is easy on my eyes and has very clear picture.
5,Bought for a friend with basic needs. Money was not a concern at all!
5,I love the functionality of this Amazon Tablet. Bought one for me and one for the hubby!
5,I love the functionality of this Amazon Tablet. Bought one for me and one for the hubby! Daughter is the next one to get one!
4,It's a fine tablet for the price the only problem I have with theach kids mode it's not what I was thought it's going to be I returned it back just be of this reason
4,"Really only wanted a kindle for downloading and reading books whilst traveling overseas.Seems to be OK so far, battery life seems good, relatively simple to operate, nice clear screen. My wife bought a Nook at the same time and I have to say downloading books for that seems far easier and less complicated than the Kindle Fire"
4,Bought this for my 7 year old so he could play games on those looooooong hockey game car rides -- this tablet was more than enough for what we needed and the app selection is good in the Amazon store! No complaints here!
4,It is very simple to start up and use. Great for all ages and experience on using tablets.
4,"convenient, easy to use and grand kids all have one too."
5,Best tablet for the money Amazon delivers a good product
3,Bought this tablet for 8 year old. It holding up good & she loves it. She enjoys playimg her games & being able to get on the internet.
5,I like this tablet very much except that they have a game or app one has to clear before one gets to the main screen. Other than that the battery lasts a long time and its compact and easy to use.
5,I love the tablet and would buy it again and would tell my family and friends about the fire tablet
5,Making a gift baskey and choose to place this Kindle Fire as the main surprise. Great price!
3,I like the size of this tablet. I have small hands and it fits. Needs to have a cover a little slippery. Easier to handle than my iPad
3,I wish it has some more of the apps from the play store some are just not there
4,He is a wizard with computers and tablets and knows much more than me.
5,I bought both of my children one of these tablets...they love it.
5,Can download games without using phone plan data. Games that my boys enjoy
5,Fun product that can be used for many purposes. Great for streaming or reading on the go with great graphics. Makes an awesome gift!
5,I'm normally an Apple snob but needed a cheap tablet and was very surprised how functional the Amazon Fire is.
5,"I bought for the wife for a Christmas present to replace her old Barnes and Noble nook . She loves it , its lighter,faster and has a lot of newer apps on it . great cheap reader."
4,Brought this small reader for my mom who wanted something larger than her phone to do pintrest and read on. She loves it.
5,I'm glad I purchased this item. I bought for my niece and she loves it
4,Good for pleasure not for work. But good value for what you pay.
5,I has another and work real good it is not a expensive tablet
5,"Bought it for my wife and I haven't heard any complaints, so I think it's great. If she's happy I'm happy"
2,Kindle is good as long as it is plugged into a wall outlet. The battery lasts a mere 15 minutes as a portable unit. Not happy with this. Takes an hour to charge the battery to 100% yet drains in 15 minutes. There`s something mathematically wrong with this equation.
5,"Was looking around for a good cheap tablet and this was the best one I could find especially because Best Buy was having a sale so with the Fire, a case, a stylus and a MicroSD card I only spent a little over a $100. I've been using it just about every day since I got it in December and I've not had any problems with it at all"
5,Good deal and great product. An affordable tablet from a well known trusted brand
5,Liked the first one so much I bought one for the wife
5,Love everything about my new tablet. Good for on the go work related stuff or even just basic movie watching or emails.
4,Good deal and a great price. Wish the Geek Squad knew more about combining kindle accounts
5,Nice device I like to use it to read books online.
5,Kids love it! Great Christmas present even if not an apple product.
4,Good customer service during my quest to get a good deal and quality gadget.
4,"Bought this for my 3rd grader when her school suggested to parents to get a tablet, they use them occasionally in school. This inexpensive one fits the bill just fine."
4,"Tablets have come a long way. This is much better than my piece of junk nextbook. For the 70-75 dollars, I bought this for it is great and stays on wifi much better than my old tablet. It is small enough to travel with and browses much faster online than what I used to use. The sound quality is not bad.... and I will also give a spoiler that neither style of apple earbuds will work with this. I have some cheap earbuds that will work with the fire."
4,"I would like to say that it's a great tablet, just too small(will buy bigger one next time!!)"
5,"I use it daily to check emails, social media and recipes."
4,"I take it everywhere I go. It's got me back into reading again all the time. If you're a first-time kindle buyer like me, you'll enjoy this product. There are problems with installing apps like viber but still a good purchase."
3,Personally I'd say buy the newer 6 inch fire. But you do get more for your money getting the older one.
4,Good tablet for my baby.keeps him busy. I love it.
4,We already had a tablet for our son and it was time to get one for our daughter. They are a good learning tool.
5,Good way to get started for kids to play with and they can learn
4,My son uses the device to help him do his homework
4,"I bought this for my mom while she was in rehab following shoulder surgery. She loved it. I put several books on it for her and she liked the ease of use, she does not get on the computer and so I needed it to be easy."
5,"Bought this with the intention of reading more, it serves it's purpose! I will be purchasing another one soon for my nephew, for his books and learning games."
5,"Perfect for surfing web. Love the size, not too big, not too small."
4,Bought for my mom as a gift. She's not tech savvy but it's easy for her to get used to. Definitely a good tablet for beginners.
5,"For the money I highly recommended it. It is great when linked to Netflix, Disney Movies, etc"
4,While it is not perfect and can be slow at times it is a good value for the price.
4,"Like this a lot, just wish they would come with more instructions on all the things that can be done on it."
4,Moved all the ad apps to a folder and loaded what I wanted. Small size fits in my sport coat pocket.
5,The Amazon fire was a gift for my mom and she seems to really enjoy it. I have one so I bought her this one for her birthday. She enjoying all the games she downloaded.
4,It's a very basic laptop. It's a good price. It fills all the basic needs.
4,Good little tablet for media. Lack of built in Google apps is annoying but can be bypassed without rooting.
4,"Nice tablet for checking emails, playing games. The camera is ok to fair for taking pics"
5,The kids will have a lot of fun time with games and learning
4,Good picture and sound quality. Handy size. Meets my needs and then some.
4,my brother still doesn't have a smart phone. i bought this device as an introduction to him to the Apple world. he loves it.
5,My Kids are 5 and 9 and love their kindles! I would recommend.
3,"Serves the purpose for which it was bought, ; I.e. Facebook"
4,My 2 year old son loves this tablet. He is very engaged with the educational apps that the tablet has. Its easy to navigate. I would recommend to anyone
5,Nice product I like the color of the screen very clear
4,Very useful and reasonable priced merchandise also good for giving as a gift to a family member or friend.
4,"works great, easy to use. play videos and game good"
4,"I read a huge number of books in Kindle format. This Kindle Fire is perfect for that. It's just the right balance between screen size and easy carrying. It also is great for Audible users (you will want to install a micro SD card, though). You can also use it to watch Netflix and the like, although I don't. As a tablet, it leaves a lot to be desired. If you are looking for a tablet, give this a pass. It has a lot of system lag, and Wifi reception is terrible even in areas where other devices show a strong signal!Also, you should know that you can't access any apps on the Google Play store; it's locked into Amazon. None of that bothers me because like I said, I only use it to read/listen to Kindle books, and this device works perfectly for that. Bottom line: if you just want a Kindle reading platform with some extra functionality, this will work well for you. If you're looking for the full Android tablet experience, look elsewhere."
5,"I am a big fan of this tablet, very functional for price"
4,Has what is necessary for the average individuals needs.
4,I got this tablet so I wouldn't have to pack up my laptop when I went to my boyfriend's when I want to do my online class. This is perfect for that
4,"Overall it's okay, I don't like that it takes forever to charge."
5,This was gift for my step son. It is easy to use and set up.
3,This tablet is a good kids tablet and or for prime users. Not a laptop replacement or for non amazon users
4,"The amazon fire OS is not a perfect OS but it is very functional and useful for your average tablet use. I would recommend checking the Amazon store to ensure the Apps you are thinking of using on a Fire tablet to ensure you dont have any issues. The size on this one is good, the screen is not the brightest HD screen that is available, but at this price point i cannot complain."
5,"Good tablet for the price, and excellent for kids."
5,This tablet is perfect for my six year old's learning apps.
5,"For this price everybody should have one of this tablet, it works really good"
5,This is my 2nd Amazon tablet. I love it. I also bought one for my husband & mother in law.
4,Will buy this product at this price range again if needed.
3,is a God tablet but the camera could be a little better
4,"This tablet has a lot of features, it really makes it worth the money if you have an Amazon Prime account."
4,"I've purchased 5 of these for my kids the last few years. While they are playing a tablet or two, I keep the other tablets charged. I've enjoyed using them myself."
4,I have not explored all the features of the kindle fire tablet yet. Why does the sound always have to be reset each time? I want it to stay on full sound maximum loudness always. I have to reset it each time I fire it up to listen to music. What's up with that? Please direct me someone!!!
5,I've had kindles for years and this latest one is also right up at the top
3,"It's a little slow, and the camera isn't the best, but for the price it's fine"
5,"Works great, makes a great gift! ................."
4,"It is a nice little no frills tablet, but it could be better, for one it is only limited to amazons web browser, and I like chrome. It is no big deal because what I paid for it I did not expect it to be blazing fast or anything like that."
5,"We are so pleased with this tablet. We purchased one for each of our grandsons. They can all use them, play games together and send messages to the grandparents once in awhile."
5,Got this for Christmas for my 3 year old and she loves it!
5,Great bang for your buck. Great for taking to meetings.
5,Great product for the price I paid. Highly recommended.
4,I like this Kindle the only this is it does not read the books as good as my older Amazon Kindle Fire.
5,IT was just as described. I would recommend it to a friend.
5,Like how I was able to buy a version with more memory. Love this works great.
5,"The Amazon Fire is excellent small compact, got it for my daughter's Christmas, she loves it. My daughter bought one for her grandfather which is 83 years old, he's doing good with it easy to use."
5,This is a great gift has every thing you need to have fun
5,"I bought two of these, one for my son and the other for nephew, they love it. I downloaded kidsmode on it and all their educational games they can play besides regular Games."
5,This tablet is quad core CPU and has plenty of space for you to download more apps.
5,Great for my kids and is easy to block purchases. Even better if you have amazon prime.
5,"I'm very pleased with my Kindle fire. I've used it more than I thought I would, as I primarily was getting it for reading, but wanted the internet access and ability to review and edit documents, too. In addition to reading more lately than I usually do, I'm also turning my Fire on instead of my desk top computer if I'm only going to use it a short time."
5,I bought this for my kids its a cheap alternative to an Ipad mini and should they lose it or break it its easy to replace with little out of pocket.
5,"Love my kindle it's the best size for the price. Wonderful applications to download for reading, play movies and music. A plus rating"
5,My mom loves it for reading. My mom is not tech savvy but she was able to adapt pretty quickly.
5,"I got it just for my son and he can get on and play games and watch videos no problem, the parental controls are amazing and keep him in his specific apps"
5,Bought these for all the grandkids for Christmas. Basic enough for a 10 year old but with enough features and capability for the 18 year old!
4,Great easy fluid tablet for begginers. Would highly reccommend. Excellent for all the readers out there too !
5,"I am not very tech savvy. But, in no time I was using my new Fire tablet. It is, very basic, but, I mostly use it for e-mail, facebook and browsing the internet. Good buy for the money."
5,"I bought this tablet to replace one I had bought a while ago for my daughter, all I heard upon opening is ""Mom, you are the best"", as she was excited to get a newer up to date Fire. She loves the fire tablet and so do we as a family. Amazon Fire is our go to. We can not switch to anything else!"
5,I bought one a month ago for my 6 year old Granddaughter as she is always on mine. So I gave this one to her 9 year old brother for his birthday this month! Love the Kindles
5,I needed a device to listen to books on a long drive. This paired easily in the car and downloading the audible books was a snap.
5,"I'm enjoying my amazon fire. I've been reading great books, checking my e-mail and shopping.I highly recommend this product..value great quality great.You won't be disappointed."
5,Bought for my children. Holds plenty of apps. Safe to use with parental controls. Pretty durable but definitely recommend buying a screensaver and case for it.
4,I bought this for my mom on her birthday. She loves it. It big enough and easy for her to navigate.
4,"Overall, not a bad tablet. The price is good and the features are pretty nice. It was bought as a gift and I can say that she loved it."
4,GOOD DEVICE AND CHIPPER THAT SAMSUNG OR APPLE DEVICES.
5,"Nice camera. Learning how to use it, but it is easy"
4,I love this tablet. Works great for my needs. Ebooks Facebook light gaming. Internet is a little slow but it's $40 what can I say. I installed Google chrome for more apps.
4,"My nephew loved the tablet. He's able to download his games and has not experienced any issues as of yet. Fast and efficient, but you will need an Amazon account to run the tablet properly."
5,Love the color just the right size easy to set up works well for what I needed it for great price
5,screen works great sound is sufficient all around good tablet
5,Very satisfied. Price was great. The curved screen is nice but I believe you get more TV with straight screen. I believe it is just a viewers choice. We have a sound system so I can't speak about the sound.
5,It was all that my grandson wanted and didn't have to search everywhere to find it.
5,"This is a great tablet if you have reasonable expectations. And you should definitely pay the extra $20 (for a total of $69) and get the 16 GB tablet. Is it the fastest tablet out there? Definitely not. Does it quickly do all sorts of business spreadsheets applications, etc? No. Does it do everything that an i-pad etc can do? No. But at this price point it can't be beat. People say that you can't download chrome and the google playstore. They are WRONG. I have both on this tablet and my other fire, without rooting them. And with the ability to add a 128 GB card it's a no brainer if you want to play games, watch movies/tv, surf the net, email etc. I know there are a lot of people who dislike Amazon and their products, but I am obviously not one of them."
5,I bought this to stream HD music via bluetooth to my stereo. Works great and for the price offered can't be beat.
5,"Love it. Would definitely recommend to a friend. Just the right size to hold in one hand and ""turn"" pages with the other."
5,This is a very good reader for the money. Very versatile.
4,"If reading is what you do the most with your tablet, this is good choice!"
5,Love the features my new Kindle Fire has - very user friendly!
5,"Cannot beat the price. Beautiful screen, durable materials. Extra bonus for prime users is Amazon Prime music and video library. Fits a great niche for ultra-portable needs. For music, I pare it with my Oonz portable speaker for great sound."
4,"This is a great entry level tablet. It does not have all of the bells and whistles of more expensive tablets, however, at its price point the specs are quite impressive. This is an easy purchase for a small sized tablet or for a child. It is powerful enough and the screen quality is good enough. Overall, I highly recommend it."
5,Perfect Tablet for my grandkids. Easy for them to use as the parent can set up controls on this tablet. ABC Mouse can be downloaded for preschool kids which is a plus. Purchased 4 one for each of my grandchildren so there is no more fighting of tablets. Great find! Thank you Best Buy. Also I purchased the insurance for these tablets because you know how little ones are. Overall everyone was very happy at Christmas
3,I bought this a first tablet. I'm disappointed in the battery life. I sort of expected better especially as I got hooked on online games.
3,"It's great for beginners, like children, but very limiting for me. I can't use many apps because it doesn't allow me to use the Google play store."
5,My kids read books play games take pictures they love this.
4,Great 1st tablet for my little nephew downloaded great games and after he dropped it twice still works and looks amazing lol
4,Grandkids and adult parents love it. The parents texted and the grandkids play games.
5,"Excellent price for a tablet. Hit for my daughter, she loves it!"
5,Very happy with my purchase. The tablet works amazingly good for the price.
5,I love my amazon fire. This is the best product I've ever bought. I can get any books I want for way cheaper than they are on store.
4,Great tablet for simple tasks. I bought 2 and I have no complaints.
4,I love EVERYTHING about our tablets. We haven't put them done since purchasing them.
5,I bought this tablet for my kids to watch videos and use mostly educational games on it and they love it.
4,"A great Christmas gift, great for listening to music"
5,Bought for the grandkids and they work great might get one for myself
5,easy to use plenty of space for a kid recommend warranty
5,"Gave it to my grandkids(ages 3, 4 & 9) for Christmas and they loved it."
4,"I have purchased other tablets such as a kurio for kids and this is by far the best. It has all the apps you need as an adult, great for both adults and kids to read books and great visuals. Only bad thing like my old Kindle fire, the micro-usb portion gets loose."
4,"My daughter loves it, except that she can't connect to her chromecast"
5,Purchased this for 6 year old boy and couldn't be happier
4,This is a great little tablet for my son. It is easy for him to navigate through and it also has parental controls . I can control how long he uses it and what he reads.
5,Got for reading Amazon books. Works great. Would recommend.
4,Purchased this for my son. Has room to upgrade memory to allow more books & games. But the speakers could be better or located in a better position.
5,I bought this for my niece and she loves it. Works great.
4,my son loves it and is easy to use and has parental controls so he can't buy stuff without permission
5,My daughter loves her tablet because she can carry it to all places
5,"Small enough to carry every where. When he is using it, you can hear a pin drop."
4,Bought these for my children they love the camera on them. The last one they had didn't have s camera
5,"Easy for reading, easy to hold - can send emails, takes pictures - must be connected to WIFI to get setup."
4,"Great for reading books, but I having to manually update the apps is a pain."
5,"Is nice for reading, sometimes the screen is a little slow. Hate the ads on the main screen"
5,This product is great! It is great for those that enjoy using it for reading but also for entertainment. It is the perfect size for sitting in a coffee shop or on your couch to read a book or watch your favorite tv show.
5,I like to read and the kindle is great. It's easy to carry with you. You can buy affordable books. I also like the fact you can access the internet.
4,links up with up local library. good to read in sunlight. can check web and emails. close to having a tablet but have to figure out what apps work with amazon.
5,I can read just about any book that is published and not leave my house to go to the store and have to buy them.
5,I bought this for my husband for Christmas since our daughter uses the other tablet all the time. He has barely put it down since he opened it!! He uses it mostly for reading and some internet browsing. Overall I am happy with the product and have had no issues so far.
5,"It has been useful for college looking up information I don't understand and for downloading books. It is also great for downloading apps such as Facebook, messageer, yahoo, google, Google maps, and the weather. It has also been great for downloading games."
4,My kids love them. Able to do so many things with it!
5,Great tablet for the money so cheap that I use it for a stand alone interface for my fish tank
4,"Good product, great price. Big improvement over my first tablet."
4,I bought this for my daughter. I like it all in all. I was unaware that it didn't have a google to do internet searching.
5,This is a low cost tablet. It offers many of the same features as higher priced tablets. Good buy!
5,This device really allows you to use it for multiple reasons. It's a tablet and kindle all in one. I love this device.
4,It's a very good tablet for your child everyday use
5,Good inexpensive device. Still in touch with modern technology.
5,Bought this as a surprise gift and the recipient loves it!
5,"bought this as a christmas gift for our son, it holds a lot of games and is very easy to use"
4,I purchased this tablet for my grandmother to use. She loves it. It is easy to navigate for her. The only thing that annoys her is when the apps need to be updated. She does not have internet at home so she has to wait to update her apps when she visits family (who has internet service).
5,"My teens needed something they could use to read favorite books, watch movies, edit photos, and catch up with friends on social media. The Kindle Fire 7 tablet covered all this and more at a great price."
5,"Purchased this for my fiance's youngest son for Christmas and also to replace his broken ""no name"" handheld. He loved it. The speed, ease of use and size were perfect for him. He mostly uses it for music, youtube and instagram..all of which seem to work fine on it. It was also very affordable. He's happy with it so we are too."
5,Purchased these for Christmas gifts. Assuming they were satisfactory because I didn't hear of need for returning. Purchased as angel tree gifts for preteens.
5,"This tablet was a gift for my father-in-law and is his first tablet ever. He is really enjoying getting to know his way around it. It's definitely user friendly and perfect for reading, music, and things like that!"
4,Would have gotten 5 stars but the screen is to light when put on dark screen for reading. All the adds make it feel cluttered but that might just be me. Over all for price it is a nice ereader.
5,Works great. Easy to use. Fast. Great for the whole family.
4,"I bought the fire because I had heard it was a good tablet. So when I bought it, I was wondering if it lived up to the hype. It does. Its fast and easy to use. I put Netflix on it and watch series I missed. Only downside is that I had to register for a trial of prime."
4,"The item is a great tablet for basic uses such as email, youtube, and facebook."
5,Great customer service at Best Buy I was able to navigate through the product before actually purchasing it I will def be back and highly recommend it
5,Great price works great I have no complaints about the product I would recommend to any one that loves kindle
5,Great product would recommend it this to others. Have a great picture.
4,"I believe this' a great item, my sister has 1 and we liked it that's what prompt us to get one"
5,"I wanted to upgrade my Kindle Fire - First Edition. This one is really nice. Graphics are superb as is the speed in loading. I don't know, yet, what else it can do as I haven't explored it thoroughly. It's like a mini lap top and has a camera that takes very clear pictures and has wireless connection to the internet."
5,Easy to use. Like all of the features. Lightweight.
5,This is my first fire and I love it! It is perfect for taking my books on the go without having the large bulky books!
4,"Got this for my9 year old so he could play mine craft and other little games. Does well, durable and easy to operate."
5,"this is a steal, have 8 gb model as well.This has more punch.."
4,Amazon has consistently delivered quality tablets at the best prices and this is no exception.
4,"For being such a small, affordable tablet, it has all the features and apps you need plus perfect size for reading books. And the best part part is it fits in almost any purse!"
5,I like the way I can read many books and magazines as well as play various games on my kindle.
4,Was good price.Wish it had Google Play download on to it.
4,"Product was a Christmas gift, to replace and older Kindle Fire"
4,Very Affordable. I gave this as a gift so I am not sure how well it works.
4,Nice tablet at a very affordable price.............
5,"My son has the Hd fire used for last 3 years, I bought this one for my moms birthday. She loves it. It's easy to navigate and the ability to increase the size of the print allows for the smaller screen cheaper price :)"
5,Bought this fire for my wife to replace one which got accidently broken.great
5,"bought this kindle for my grandson, he loves it and it very easy to use"
5,Great product! I will recommend this to all of my family and friends.
5,"Great product. Excellent for small business, kids etc. Good on the go."
5,Product is great. Plenty storage for lots of books
4,"Tablet is great for kids and adult use. I purchased the tablet to use at school with students with disabilities. The tablet holds up well holds a charge throughout the week. The tablet offers games that do not require Wi-Fi or data. If you have a prime membership there are a lot of benefits when using the fire, for example free apps, free streaming movies & music, etc."
5,"The product was for my daughter, she loves it, and plays with it all of the time."
5,The tablet is very light and streams well. I only use it to stream movies and it's much ligher then an iPad so makes mobility that much better.
5,"This is a great value for the money. It is easy to use and has a lot of great features . In addition to the ability to read books on it, I can listen to music; play games and use it as a camera. It is a great value for the money. The screen is large enough to make reading easy."
4,This is an amazing product for reading books and watching movies.
5,"We bought this for our daughter, she plays with it a lot and really loves it."
5,bought kindle for my wife she uses it for everything especially reading. loves it.
4,This tablet has far exceeded my expectations. The price was way lower than most other tablets but it does everything I need and want.
5,I'VE had other kindles and when my current ones storage became low I knew I wanted to purchase another one. It can be used for a variety of uses.
4,Great product for the price . Could do away with the adds . But for what you pay they have to make some money somehow . Would give 5 stars if the adds were not on this tablet factory ore loaded .
5,"Bought one of these two weeks before on Amazon and paid almost double for what Best Buy had these for. So, i bought another one the same day as this!"
5,Great functionality and quality for the price. I've bought several of these for customer giveaways and have yet to hear a complaint!
5,"Much lighter than my old kindle. Love it, love the fact that it has the camera too"
4,This product was easy to set up and to use. Works great and has expandable storage which is nice.
5,"Purchased as a gift, the recipient is very happy and surprised with the performance, thinking of buying another one for myself."
4,This tablet is great for ebooks and small apps. Kid friendly.I feel like it runs slower than apple products. But can't beat the price overall.
5,Works great! Just the right size. Would recommend to family and friends.
5,The product is very durable and is great for children
5,I bought this for my daughter who uses it in her AP classes...easier to use a bigger screen than her phone screen in class. She loves it!Price was great!
4,The best reader from Kindle and I can surf the web as well.
5,Easy to use at home or lunch at the office. The only problem I have is that you have to restart often. Great while using public transportation.
5,So my old kindle stopped working recently. Not sure why but it would not connect to our new router. So I checked with Best Buy and saw they had Kindle on sale for $60 which is a great deal for a color kindle tablet. I especially like that I can setup the reading mode which dims the tablet and removes the blue led light. So far I have read 5 books in the past 2 months on this kindle and it flawless.
5,this is the best tablet out there.....great bang for your buck
5,Great steelbook for a great movie. this steelbook is amazing
4,Very durable for a child. Offers more than one user so everyone can read their favorite books.
4,"I bought this tab as a birthday gift for my 12 yr old nephew who lives in India. It's very useful for him to google for important information over the Internet for his school assignments. Also, he can video chat with me using Skype.Rightly priced to be a kid's product. Resolution could've been better if its targeted as a kid's product. I think better resolution can reduce some pressure on eyes while reading documents with fine text."
4,Bought this to get the dual cameras AND THE EXPANDABLE STORAGE!!!!...love it for its size and other features. Battery life is good. Graphics and resolution good.
5,"Bought this tablet for my son..great battery life, shipped fast..great value!"
5,"Decent camera, clarity on the screen, fast downloads."
5,Easy to use and set up. It is the best tablet for reading books or listening to audiobooks.
5,Faster and good quality for this kind of brand ...
5,"For a basic tablet, this is perfect. Good price. Does all I need it to!"
5,For the price this does a lot. Purchased as a gift for my mother who is in here 70's. She loves that she can play her games and download books to read when ever she wants. Great value.
5,For the price this is a great tablet. Got it for my wife for Christmas and she loves it.
5,Gave as a gift to niece in hospital she loved it. Was able to do everything on the tablet she wanted to. Easy to use I was the one who set it up for her was very simple.
5,Gave this product to my nephews and they love it. Easy to carry and easy to use.
4,Got this for my teenage son (17) so that he could give his eyes and neck a rest from looking at media on his iPhone 7+ He totally loved it!
5,Got two for my kids for Christmas and they're awesome! And also got lucky they scanned to $20 less than advertised price! Woo!
4,"Great tablet for the purpose of reading, also inexpensive"
4,Great tablet with a lot of features. Great price too.
5,"Great tablet, so affordable and an awesome service!"
5,Great Tablet. My Grandson never wants to put it down. He plays it for hours and the rubber case really protects it because he is rough with it.
5,I am using it for my 3 year old and she loves it..
5,I bought this because I recently signed up for Amazon Prime and wanted to take advantage of the free books. Nice tablet.
5,"I bought this tablet for my son. He damaged the previous one but it was good for his purpose. He loves to play the Minecraft app and can read a book with ease. I don't have a tablet for myself. If I did, I would get the Fire. All I would really need it for would be to surf the Web and use the apps. For the price, u can't go wrong."
4,I bought this tablet to replace my textbook. It has everything I want and need. I only purchased it after I learned you can download from google play. The amazon equivalent to google play has a lot of the same apps and games.
5,I bought two of these for two of my children. The parental controls are great and I can easily control their access to content. The ability to make them do something educational like read for 30 min before playing games is awesome. This tablet does everything I wanted it to do.
5,I gave as a gift to a kid who has autism! It has been helping on his development a lot!
5,I had a Kindle Fire and upgraded to the 5th generation. Could not be more pleased with this tablet.
4,"I have always been a Nook customer, but recently their models have not received good feedback. So, while shopping for a new ereader, i had to make the decision between the two. The biggest influence behind price. While the new Samsung model of the Nook definitely looks great, it also has a big price tag. Overall, we are very happy with this purchase. It is mostly used as an ereader, but we have downloaded a few games. Kindle is a good reputable tablet and is a good solid ereader."
5,"I have bought the cheaper tablets for my kids, in the past, however, the sales associate recommend this tablet, and it was only 10 dollars more. So far, I am really impressed by the difference in quality."
5,"I love my Amazon Fire tablet, I bought this all the while knowing that people had negative reviews... But honestly I don't know what they did to theirs because mines doesn't have any issues... I've had mines for over a month and still working perfectly like I just bought it yesterday..."
5,"I love this tablet,I use it for school readings ,for my philosophy class , my Mac book is to delicate to take to school,but my fire tablet is perfect !"
5,I love this tablet. It is the right size and I love playing movies on it.
5,I love this tablet. One of the best out there on the market.
5,I would highly recommend this kindle. It is user friendly and not to big. But large enough to see easily
5,It's so easy to use and fun! I watch shows on Netflix and MTV apps
5,Its a great tablet for a low price. There are thousands of apps and electronic books to read.
5,My 5 year old loves his tablet. It's perfect for him.
5,My daughter picked this tablet after her HD Fire battery would no longer work. The insurance kicked in and she picked this one instead of the HD. She wanted more memory for her music does not use it to watch movies really. She loves the blue color and is working just perfect for her.
5,"The Kindle Fire is nice to use as a tablet to play games and surf the web as well as download and read books on. It has good speed, keeps a good charge and is affordable."
4,"The tablet is great overall. Its fast, smooth and many options to check out with regards to apps and programs. Great also if you have an Amazon account and also Kindle as well."
4,"This is a great entry tablet, if you do not want to dish out a few hundred dollars you should look into a fire table."
5,This is a great tablet. There are thousands of books and movies and music to choose from the Amazon store. It is very easy to navigate
5,This is the right size to carry around. Really like this Tablet.....
5,This tablet has been wonderful for my 8 yr old son. The parental controls are perfect for making sure he doesn't purchase the wrong things.
5,This tablet is great and easy to use. Very convenient and handy to have around
5,This tablet is great. So glad I purchased this item.
5,"This tablet is the perfect size and so easy to use. Read, play games or any other purpose--it is great!"
5,"This was a gift , was able to talk to an associate and was offered the Amazon tablet at a great price. I'm so thankful for Best Buy and it's knowledgeable sales associates."
4,We only use it for streaming Hulu and playing a few games but it's held its own so far.
5,We've had this tablet for about a month and have no complaints. Great tablet for a kid with lots of storage for games!
4,Works Great! Love the screen sharpness. Very easy to use.
5,I replaced another Kindle Fire that was broken after I sat on it! I liked all the Fires that I have had so much that I bought another and it is still in use.
5,"I bought this tablet for my daughter and she loves it, so i love it."
4,The table is great just to experience what is available on a tablet without a hugh expense. I would recommend to others.
5,"This tablet can be literally dropped over a thousand times and the screen wont crack. I bought the HD 6 when it came out for my daughter. I just had to replace it because it wasn't charging anymore, it wasn't the cord itself but the device on the inside failed to identify that the cord was plugged in.The best quality tablet i have ever seen. Amazon has a great product and will never buy any other brand of tablet."
5,"I'm very satisfied with my purchase, I made a wise purchase"
4,It's great but I miss the hd option. My 5yo loves it!
5,"We have always been Nexus Tablet desciples, and in fact have bought 6-8 of them for self and family members. This one was for granddaughter to replace Nexus that had gotten slow.This one works better/faster than the Nexus! It's fast....easy to use; perfect tablet for a child or teenager...and can't beat the price!Very pleased with purchase...."
5,"I bought this tablet for my son, he loves it. He used to look up everything on his smartphone, and watched Netflix on it too, but this tablet beats it with speed and overall performance. It also takes really good pictures. Every member of my family owns one of the Kindle Fire tablets."
5,It has everything he needs. He is using the tablet each day.
5,For those that have Prime this is almost a must have. Keeps all your Amazon stuff in one place.
4,I bought this tablet for myself because I bought the 8 gb one for my 6 year old and was so impressed with it that I bought myself the 16 gb one
5,"Boxed well, easy to set up, and pretty easy to get the hang of."
4,"Works great with good storage but, lacks online browsing speed."
4,"My granddaughter is very happy great for kids to learn , reading help"
5,I bought this tablet for my 10 year old grandson. He loves it! It is very easy to operate and has a great display.
4,"I bought this Kindle because I needed something light and portable to take with me to class throughout the day on an 8-5 schedule. And so far, no complaints! Only that the camera function is pretty useless what with its low quality and lack of autofocus, or focus at all for that matter, but I knew that going in. Battery lasts all day, which is awesome since I keep all my notes on it. Touch screen might not be as sensitive as one would like, but overall? It does the job and does it well."
5,"read the reviews, bought this tablet to replace an e-reader. Way more than I expected. Video was better than reviews stated, books load faster than my old one Still getting used to a new OS but I am very pleased"
5,This tablet is perfect for travel! Recently took it on a trip and the battery lasted the entire day with watching shows on and off on Netflix. Great first tablet!
5,I bought this tablet as a 13th birthday present for my niece. She loves it and takes it everywhere. She reads books and watches Netflix just to name a few things you can do with this tablet.
4,Bought this for my teenage daughter and it works beautifully with great battery life.
5,Great tablet for kids they love it it is also great that you can download music and movies through Amazon Prime
5,My kids love this product it keeps them busy anytime of day
5,My son love this and it's his favorite piece of technology so far.
5,Just love this tablet.does everything teenage grandson needs it to do! I also buy one for my granddaughter!
5,A friend recommended the tablet and I am happy with it.
4,I bought this as a gift and it has performed perfectly. Can't beat at this price.
5,I purchased this tablet as a Christmas gift for my niece and she loves it
5,Very happy with the HD Fire 16GB. Plenty of memory and easy to navigate. I would definitely recommend this item.
5,Great tablet for reading and game play. Color is great.
